idx,class,conversation
426,기타 괴롭힘 대화,"['지금', '내', '이야기', '하는거야', '지', '이야기', '하는거', '알아가지고', '한테', '그러는거야', '대체', '한', '테', '서', '냄새', '수준', '안', '맞는게', '어디서', '곳', '와가지고', '물', '흐려', '뭐', '아파트', '살', '지', '누가', '요즘', '그런', '곳', '사니', '뭐', '그런', '말', '거기', '물', '은', '제대로', '나오니', '안', '나와서', '한', '테', '서', '냄새', '나는구나', '그만해', '진짜', '수준', '떨어져서']"
427,협박 대화,"['결혼', '취소', '해', '어머님', '못', '헤어져요', '제발', '이제', '받아주시면', '안', '될까', '요', '내', '눈', '흙', '들어가기', '전', '까진', '흙', '들어와도', '같은', '애', '는', '절대', '못', '받아줘', '어머님', '제발', '요', '광수', '씨', '없으면', '못', '살아요', '광수', '는', '없어도', '잘', '살', '같은', '애', '한테', '홀려', '서', '미친거야', '광수', '씨', '랑', '생겼어요', '뭐', '젠', '하다하다', '딴', '이유', '어떻', '게', '든', '집', '기어', '들어오겠다는거야', '이쁘게', '잘', '키우고', '싶어요', '어머님', '부탁드릴게요', '따라와', '병원', '가자', '병원', '요', '제보', '니', '광수', '애', '때문', '어쩔', '수없이', '선택', '한', '거', '같은데', '애', '만', '없어지면', '되는', '거', '잖아', '따라와', '애', '만', '없어지면', '돼']"
428,기타 괴롭힘 대화,"['담배', '피는', '자린데', '할아버지', '비키세요', '학생', '담배', '피우면', '몸', '안', '좋아요', '신경', '끄세요', '할아버지', '보다는', '몸', '좋고', '건강하니까', '젋었', '열심히', '하시지', '늙어서', '고생', '하시네요', '할아버지', '한테', '그게', '말', '이야', '냄새', '도', '는', '거', '같고', '씻고', '다니세요', '는', '저렇게', '늙지말자', '당연하지', '저렇게', '절대', '안', '산다', '창피하게', '그만하지', '못', '해', '어른', '무서운', '줄', '모르고', '웃기', '요즘', '애', '무서운', '줄', '모르고', '까부세요']"
429,갈취 대화,"['돈', '있는', '거', '다', '알', '고', '있어', '거', '학원', '비야', '학원', '비는', '달', '밀려도', '되는거고', '갖고와', '거', '진짜', '안', '돼', '이미', '저번', '달도', '못', '냈잖아', '갖고와', '미안해', '한번', '만', '봐줘', '돈', '안주', '면', '애', '한테', '시켜서', '따', '시킨다', '그러지마', '제발', '가져와']"
430,기타 괴롭힘 대화,"['행복한', '척', '아닌거', '다', '알', '그게', '말', '이야', '내', '돌아다니다가', '니', '남편', '봤거든', '어디서', '그건', '말', '해주기', '그렇고', '니', '남편', '바람', '피는거', '같더라', '그게', '말', '이야', '여자', '랑', '모텔', '들어가던데', '몰랐니', '뭐', '하긴', '모르니까', '그렇게', '지', '남편', '자랑', '만', '한거겟지', '도', '불쌍하다', '남편', '여자', '만나는것도', '모르고', '순진한', '건지', '멍청한', '건지', '머리', '는', '텅텅', '비었구만', '말', '심하다']"
431,협박 대화,"['헤어지자', '갑자기', '집착', '때문', '너무', '힘들어', '니', '한테', '미안해', '내', '널', '사랑', '했는데', '미안해', '우린', '잘', '안', '맞는거', '같아', '이제', '찾아오지마', '니', '자꾸', '이러면', '랑', '니', '가족', '다', '죽여', '버릴꺼야', '나도', '죽어', '버릴꺼야', '제발', '이러지마', '좋게', '이야기', '하고', '끝내자', '한번', '만', '더', '헤어지잔', '말', '꺼내면', '다', '죽여', '버릴꺼니까', '그렇게', '알']"
432,갈취 대화,"['내', '만날', '돈', '가지', '고', '오라', '고', '했잖아', '미안해', '에이', '내', '나쁜사람', '처럼', '보이지', '오늘', '은', '진짜', '없어서', '없는', '만큼', '몸', '때우면', '되겠네', '미안해', '이제', '한테', '그만', '좀해', '그만해', '내', '어려운', '부탁', '했어', '그냥', '하루', '씩', '만', '가지', '고', '오라는데', '그게', '안될까', '그냥', '나좀', '내버려', '둬', '진짜', '맞아야', '정신', '들겠지', '맞을래', '미안해', '있어', '이제야', '정신', '들지', '게', '진짜', '끝', '이었으면']"
433,직장 내 괴롭힘 대화,"['헐', '대리', '옷', '입은', '거', '봤어', '완전', '구려', '아무', '도', '안', '말리', '직장', '와서도', '왕따', '당하시지', '저런', '패션', '은', '인터넷', '유머', '글', '로만', '있는', '줄', '알았는데', '대리', '옷', '입는', '거', '신경', '써줄래요', '업무', '효율', '안', '나요', '대리', '때문', '옷', '그렇게', '이상한가요', '신경', '쓰겠습니다', '모르셨어요', '집', '거울', '없으세요', '화장실', '안', '가시', '봐요', '거울', '도', '못', '보게', '말', '심하시네요', '죄송해요', '말', '너무', '심했네요', '실수', '우린', '조언', '해준건데', '알겠어요']"
434,직장 내 괴롭힘 대화,"['김', '대리', '이따', '구로', '해', '요', '죄송합니다', '부장', '님', '생각', '인', '진', '모르겠지만', '이따', '구로', '계속', '하면', '진짜', '김대', '리도', '나도', '큰일', '요', '알아요', '알', '죠', '압니', '다', '죄송합니다', '부장', '님', '어쩌다', '꼴통', '부서', '와서', '고생', '이야', '죄송합니다', '김', '대리', '참여', '했던', '프로젝트', '있죠', '그거', '도', '빠져요', '내', '이름', '빼', '버릴테니까', '이따', '구로', '하는', '꼴', '못', '봐요', '그거', '벌써', '최종', '단계', '인데', '요', '이따', '구로', '쳐', '하는데', '그거', '라고', '잘', '했을까', '잔말', '하지말고', '이름', '빼', '요', '부서', '이름', '빠지기', '싫으면', '부장', '님', '다시', '생각', '해주실', '순', '없나요', '그거', '때문', '집', '안', '들어갔는지', '몰라요', '내', '알바', '아니고', '잔말', '하지', '말랬', '죠', '빨리', '자리', '돌아가', '꼴', '뵈기', '싫으니까', '빨리']"
435,갈취 대화,"['돈좀', '줬겠는데', '성적', '도', '잘', '나왔다고', '좋은걸', '사주셨어', '우와', '부럽다', '나도', '한번', '신', '어보', '면', '안', '돼냐', '신어', '보고', '편하면', '나도', '엄마', '한테', '사주', '라고', '하게', '친구', '니야', '얼른', '줘', '신어', '만', '보겠다니까', '거', '정말', '편한데', '는', '쭉', '신', '테', '니까', '일주일', '만', '빌려', '신을게', '뭐', '안', '돼', '돌려줘', '고맙다', '잘', '신고', '돌려줄게']"
436,협박 대화,"['여보세요', '오랜', '만이', '다', '잘', '지냈냐', '연락', '한', '번', '없어', '도', '잘', '지냈냐', '잘', '지냈겠냐', '군대', '한테', '당', '한', '거만', '생각', '하면', '지금', '도', '밤', '잠', '못', '자겠어', '럼', '됬고', '지금', '사과', '해', '사과', '해', '뭘', '사과', '해', '다', '지난', '일이', '잖아', '빙', '신아', '사과', '하면', '어쩌나', '괜히', '마음', '흔들릴까', '걱정', '많이', '했는데', '행정', '반', '집', '주소', '랑', '가족', '전화번호', '다', '알', '왔거든', '내', '부모님', '한테', '전화해서', '싹', '다', '까발리고', '집', '한번', '찾아갈게', '니', '부모', '한테라', '도', '사과', '받아야겠다', '이제', '서', '이야', '그땐', '도', '못', '하더니', '죽고싶냐', '말조심해', '그러다', '진짜', '내', '뭔', '짓', '할지', '몰라', '니', '자꾸', '이딴', '식이', '면', '내', '진짜', '니', '동', '길동', '동', '길동', '아파트', '찾아갈지도', '몰라', '동', '호수', '함', '얘기', '해봐', '진짜', '만', '힘들어야하는지', '모르겠고', '그냥', '싹', '다', '죽', '이고', '감방', '가는게', '속이', '후련할', '같', '애', '그니까', '도', '기다리고', '있어', '은', '미안하게', '생각', '하고', '나도', '전통', '이라', '어쩔', '수', '없었다', '그니까', '도', '이제', '그만해라', '웃기', '되도', '않는', '전통', '타령', '그만해', '그게', '뭐라고', '남', '인생', '짓', '밟는거야', '도', '똑같이', '당', '해봐', '같은', '쓰레기', '낳은', '니', '부모', '먼저', '되', '봐야', '도', '정신', '차리지', '살려', '걍', '가만히', '찌그러져', '있어']"
437,기타 괴롭힘 대화,"['인스타그램', '그렇게', '사진', '올려', '말', '이야', '별거', '도', '없는', '얼굴', '인데', '셀카', '도배', '해서', '물어보는거야', '도배', '라니', '몇장', '올리지도', '않았는데', '그닥', '보고싶지', '않은데', '최근', '피드', '뜨니까', '차단', '해', '이럴', '자존감', '되게', '높은', '타입', '인가', '적당히', '해', '니까', '말', '해주는거야', '사람', '다', '싫어해', '자격지심', '있어', '현실', '시궁창', '이니까', '인스타', '좋아요', '만족하며', '살려는', '거', '겠지', '그만하자']"
438,협박 대화,"['씨발', '계속', '짜증나게', '할래', '말로', '니깐', '우습지', '몇대', '맞아야', '정신', '차리지', '그만해', '내', '뭘', '잘', '못', '했는데', '개새끼', '뭘', '잘', '못', '했는지도', '모르네', '허리뼈', '부숴줄태', '니까', '오해', '그건', '할', '수', '없어', '니', '절친', '힘들어질', '탠데', '존나', '맞을', '태', '니까', '내', '친구', '는', '관계', '없잖아', '그냥', '내버려', '둬', '시키는', '일이', '해', '눈알', '후비기', '전', '못', '하면', '니', '친구', '임종', '할', '오해', '라']"
439,협박 대화,"['다', '죽여', '버리', '기전', '돈', '담아', '꺄악', '도둑', '도둑', '이야', '당', '닥치고', '돈', '담으라고', '다', '죽고싶어', '사장', '님', '우주', '씨', '울', '울지말고', '진정', '해봐', '진정', '돈', '담으라고', '진짜', '죽고', '싶어서', '환장했어', '윽', '사장', '님', '살려주세요', '여자', '살리고', '싶으면', '돈', '담아', '빨리', '안', '담아', '제발', '여자', '풀어줘', '대화', '하자', '진짜', '여자', '죽여', '버리기', '전', '입', '닥치', '라고']"
440,직장 내 괴롭힘 대화,"['김', '대리', '내', '말', '했던', '업무', '처리', '다', '했나', '아직', '처리', '중', '입니다', '오후', '끝내겠습니다', '쯧쯧', '이래서', '지방', '대', '는', '안된다니까', '대학', '상관', '인가요', '말대꾸', '하는거야', '난', '인', '서울', '대학', '나왔어', '랑', '다르다구', '지방', '대', '지금', '회사', '뼈', '빠지게', '몸', '바쳐', '했습니다', '열심히', '아니라', '잘해야', '지', '안되겠군', '김', '대리', '그냥', '사표', '쓰는게', '어태', '부당한', '처사', '입니다', '요새', '젊', '은애', '일잘', '하던데', '신입', '도', '김', '대리', '보다', '일잘', '하더라', '부장', '님', '께', '뭐', '잘', '못', '한거라도', '있습니까', '그냥', '처음', '볼때', '맘', '안', '들었어']"
441,기타 괴롭힘 대화,"['남자친구', '생겼어', '얼굴', '에도', '남자친구', '다', '생기는구나', '잘생겼어', '내', '눈', '에는', '괜찮아', '그게', '궁금해', '얼굴', '에도', '진짜', '남자친구', '있는게', '신기하', '니까', '너무', '웃겨서', '눈물날듯', '그거', '모욕', '하는거지', '지금', '모욕', '아니라', '축하', '해주려고', '하는거야', '한번', '소개', '해줘', '지금', '비꼬는거', '같은데', '내', '뭐', '괴롭힘', '대상', '이야', '내', '괴롭혔어', '난', '진심', '축하', '해주는건데', '그러는거야', '도대체', '웃긴', '애', '증말', '그냥', '냅', '둬', '자격지심', '있나', '보지', '무시', '하자', '그냥']"
442,갈취 대화,"['요즘', '잘나가더라', '일이', '은', '용건', '있어야만', '연락', '하는', '사이', '인가', '갑자기', '연락', '해서', '일있나', '했지', '요즘', '잘나가니까', '옛날', '생각', '은', '전혀', '안나', '보지', '몸', '붕떠', '서', '날아다니니까', '아래', '는', '전혀', '안보', '말', '이야', '내', '그렇겠지', '예전', '생각', '은', '하고싶지도', '않겠지', '내', '예전', '기억', '싹', '지울수', '있게', '연락', '한', '거', '아니야', '전', '기억', '지우다니', '뜻', '이야', '내', '다', '묻어', '준다고', '랑', '랑', '있었던', '일도', '지금', '이렇게', '잘나가시는', '분', '라도', '과거', '발목', '잡으면', '되나', '내', '의리', '빼면', '시체', '아니냐', '장만', '주면', '조용히', '살아줄께', '년전', '에도', '내', '돈', '줬었잖아']"
443,직장 내 괴롭힘 대화,"['김', '대리', '넵', '내', '보내준', '파일', '아직도', '확인', '안', '했어', '정신', '이야', '메일', '보내신', '줄', '몰랐습니다', '확인', '하겠습니다', '그게', '핑계', '장난', '해', '죄송합니다', '됐고', '그냥', '회사', '그만', '둬', '그건', '내', '말', '못', '알', '아들', '회사', '잘리기', '싫으면', '알아서', '그만', '두', '라고', '죄송합니다']"
444,갈취 대화,"['얌전히', '돈', '만', '주면', '목숨', '은', '살려', '드릴', '게', '아악', '그러세요', '새끼', '도', '말', '안', '듣네', '그냥', '칼', '찔릴래', '가방', '열어', '있는', '돈', '다', '드릴게요', '살려만', '주세요', '빨리', '열어', '경찰', '오기', '전', '게', '에요', '병신', '같냐', '주머니', '열고', '옷', '벗어', '새끼', '숨기', '고', '있었네', '여권', '은', '안', '돼요', '제발', '돌려주세요']"
445,갈취 대화,"['그거', '보인다', '일로', '바', '그러세요', '보게', '일로', '보라', '고', '확', '씨', '거', '진짜', '안', '돼요', '뭐', '안', '돼', '보라', '고', '형', '궁금해서', '아버지', '돌아가시기', '전', '주신거란', '말', '이에요', '는', '다', '레', '파토', '리가', '똑같냐', '유품', '이다', '소중한', '거', '다', '없네', '진짜', '시계', '풀어', '형', '지금', '만', '원', '있는데', '거', '라도', '드릴게요', '시계', '는', '진짜', '안', '돼요', '안', '내놔', '넌', '가만히', '있어', '손목', '끊어', '버릴라니깐', '거', '착용', '감', '뒤진다', '꺼져']"
446,갈취 대화,"['안녕하세요', '씨', '맞으시죠', '맞는데요', '아들', '분', '맞죠', '초등학교', '다니는', '누구세요', '아들', '이랑', '있는데', '돈', '필요해서요', '누구세요', '신', '가요', '경찰', '신고', '할꺼에요', '그거', '는', '알꺼', '없고', '돈', '입금', '하면', '보낼게요', '필요하신데요', '아들', '목소리', '들려주세요', '만원', '입금', '하세요']"
447,협박 대화,"['남자친구', '랑', '헤어져', '내', '양다리', '걸친건', '넌데', '안', '헤어지면', '니', '집', '가서', '문', '부숴', '버린다', '집', '알', '내', '다', '조사', '해놨어', '헤어질거면', '니', '헤어져', '진짜', '니', '집', '가서', '죽여', '버릴거니까', '알', '서해', '뭐라고', '내', '개인정보', '털었는데', '됐으니까', '헤어지라고', '진짜', '화나네', '니', '뭔', '데', '난리']"
448,협박 대화,"['친구', '인', '내', '좋아한다는', '여자', '사귈', '수', '있냐', '정말', '몰랐어', '미안해', '거짓말', '내', '여러', '번', '이야기', '나눴었는데', '모를수가', '있어', '그게', '예진', '이란', '거', '는', '정말', '꿈', '에도', '생각', '못', '했어', '내', '듣기', '에는', '변명', '이고', '거짓말', '인', '같아', '아니야', '정말', '믿어줘', '됐어', '난', '이제', '친구', '생각', '하지', '않아', '후', '일어날', '은', '감당', '해야', '할거야', '말', '그렇게', '해', '날', '이렇게', '만든거야', '뭘', '어쩌겠다', '는', '건데', '예진', '행복해하는', '널', '볼', '수가', '없으니', '널', '죽여', '버려야겠지', '미쳤어', '여자', '때문', '사람', '죽여', '난', '정말', '예진', '많이', '사랑', '했거든', '그만큼', '중요하단', '거', '겠지', '정신', '차려', '임마', '내', '예진', '이랑', '헤어질게', '이미', '늦었어', '난', '널', '꼭', '죽일거야', '독약', '타든', '칼', '널', '찔러', '죽', '이든', '완전', '미쳤구나', '그만해라', '두고', '될지']"
449,갈취 대화,"['자식', '빨리', '돈', '안', '내놔', '기다려', '보라', '니까', '돈', '주는게', '그렇게', '쉽나', '녀석', '끌어서', '경찰', '데려오려는것', '다', '알', '어쩔', '건데', '죽여야지', '빨리', '돈', '줘', '죽이면', '죄', '는', '가중', '되고', '돈', '도', '없을', '텐데', '자식', '고문', '한다고', '난', '돈', '안줄거야', '뭐', '어처피', '날', '죽일건데', '진짜', '세상', '흔적', '아예', '없애줘', '어디서', '자식']"
450,직장 내 괴롭힘 대화,"['선영', '씨', '오늘', '저녁', '약속', '있어요', '아니요', '없습니다', '잘', '됐네', '남아', '서', '회의', '록', '작성', '해줘요', '내', '급하게', '일이', '생겨서', '그거', '대리', '님', '아니에요', '그러긴', '내', '오늘', '급한', '일이', '있어서', '어려울', '같네', '부탁', '아무래도', '이건', '아닌', '같아요', '대리', '님', '머', '아니라는', '거지', '내', '부탁', '한다고', '맛있는거', '사줄게', '되는거지', '아니에요', '대리', '님', '일이', '잖아요', '뭐', '도', '달라는데', '말', '많어', '그렇게', '회사', '다녀도', '돼', '이건', '아닌', '같아요', '대리', '님']"
451,기타 괴롭힘 대화,"['거', '수학', '숙제', '냐', '맞아', '안', '했는데', '책', '바꿀래', '내', '친구', '좋다는게', '뭐', '도와줘', '시', '싫어', '는', '수학', '샘', '이뻐하잖아', '그건', '아니잖아', '아니긴', '뭐', '수학', '샘', '만', '그렇게', '이뻐하시는데', '거', '못', '바꿔주니', '애', '들었어', '하지', '마', '래', '니', '뭔', '데', '라야', '책', '바꾸기', '싫으면', '거', '채워와', '수학', '되기', '전']"
452,협박 대화,"['봤다고', '그랬지', '뭐', '말', '이야', '내', '지수', '지갑', '손댔다고', '그건', '담임', '그러던데', '비밀', '해주신다고', '그러셔서', '바보', '등신', '내', '했다고', '했어', '니', '잘', '못', '본거라고', '말씀드렸어', '입', '조심해라', '급식', '나온', '우유', '팩', '째', '아가리', '쳐', '넣기전에', '미안해', '그건', '잘', '못', '한거잖아', '그렇게', '바른', '말', '만', '하다', '대가리', '깨지는', '수가', '있어']"
453,협박 대화,"['기', '말', '고사', '전교', '해야', '한다고', '했잖아', '성적', '게', '뭐', '잘못', '엄마', '내', '과외', '랑', '학원', '다', '끊어', '줬는데', '뭐', '하는', '거야', '최선', '다', '했는데', '실수', '했나', '봐요', '내', '이러면', '핸드폰', '뺏는다고', '했지', '잘못', '내일', '영어', '도', '실수', '하면', '눈썹', '밀', '줄', '알', '알겠어요', '알겠으면', '가서', '공부', '해', '머리', '밀리', '고', '싶지', '않으면', '알겠어요']"
454,직장 내 괴롭힘 대화,"['오늘', '휴가', '내겠습니다', '휴가', '내', '한', '게', '뭐', '있다고', '내일', '사정', '있어서', '휴가', '는', '내', '라고', '있는거', '아닌가요', '새끼', '이제', '취직', '한', '거', '아니야', '그러게', '못', '하면', '피곤해서', '휴가', '내', '나떄', '는', '휴가', '낸다는', '말', '도', '못', '했다', '거기', '다', '말', '도', '대들던대', '는', '연말', '평가', '점수', '기대해라', '그러게', '험한', '말좀', '안', '나오게', '조심해라']"
455,갈취 대화,"['어디가', '냐', '누나', '지금', '담배', '땡겨서', '말', '이야', '지갑', '줄', '래', '학원', '가야', '누나', '지금', '담배', '안', '피면', '죽을거', '같아서', '늦어서', '빨리', '가봐야', '해', '요', '지금', '죽겠다고', '안', '내놔', '보내주세요', '씨', '때문', '담배', '못', '피고', '있다고', '가진거', '다', '내놔', '보내주세요', '제발']"
456,기타 괴롭힘 대화,"['태어날', '휠체어', '타고', '다녔냐', '사고', '났냐', '어릴', '적', '교통사고', '났어', '진짜', '불편하겠다', '내', '였으면', '그냥', '살기', '싫었을거', '같아', '그게', '소리', '맞잖아', '일어나지', '도', '못', '하고', '뭘', '서', '할', '수', '있는데', '그만해', '제발', '나도', '할', '수', '있는거', '많아', '할', '수', '있으면', '일어나', '으윽']"
457,협박 대화,"['뛰어내려', '이러지', '마', '같은', '찐', '따', '새끼', '는', '세상', '필요없어', '뭐', '할', '줄', '아는', '도', '없고', '돈', '도', '없고', '사냐', '미안해', '뭐', '미안한데', '그냥', '죽어', '죽으라고', '니', '얼굴', '보면', '토나올', '같으니까', '빨리', '죽어', '버려', '잘', '못', '했어', '다신', '안', '그럴게', '그냥', '깔끔하게', '떨어져', '죽으라고', '니', '죽으면', '가족', '도', '좋아할', '걸', '때문', '존나', '쪽팔렸는데', '잘', '됐다고', '할', '걸', '아니야', '안', '그걸', '믿냐', '니', '편', '은', '아무', '도', '없어', '같은건', '평생', '찐', '따처럼', '맞고', '삥', '뜯기고', '살다가', '죽는거야', '지금', '죽는게', '편하잖아', '어서', '안', '돼']"
458,협박 대화,"['나무', '자꾸', '울타리', '넘어', '집', '오지', '않나', '죄송해요', '가지치기', '한다고', '했는데', '늘', '죄송하다고만', '하지', '말고', '는', '나무', '별로', '좋아하지도', '않는', '사람', '이야', '죄송해요', '정말', '나무', '가지', '뻗을수도', '있지', '않을까요', '뭐라고', '그렇게', '많이', '넘어가는', '같지도', '않은데', '이해', '부탁드려요', '이해', '내', '해야지', '자꾸', '그런', '식', '나온다면', '내', '가위', '가지', '자르겠네', '그런', '말', '도', '안되는', '억지', '어딨어요', '가만히', '있게', '자네', '조치', '취하', '지', '않으니', '내', '극단', '적', '나갈수밖에', '자네도', '조심하게', '나무', '처럼', '댕강', '잘리기', '싫으면', '어르신', '진정하세요']"
459,기타 괴롭힘 대화,"['지금', '뭐', '하시는', '거', '에요', '내', '뭘', '어쨌다', '고', '그래요', '지금', '자꾸', '몸', '만', '지시자', '요', '만지긴', '누가', '만졌다고', '그래요', '지하철', '사람', '많으니', '자꾸', '밀리', '다', '보니', '어쩔', '수', '없이', '그렇게', '되는거지', '정도', '수준', '자나요', '여자', '사람', '치한', '만드', '사람', '많다고', '해도', '자꾸', '몸', '붙이시', '자나요', '사람', '밀리', '지', '않으려', '하다', '보니', '힘', '줄', '수', '밖에', '없으니', '그렇게', '되는거지', '기', '막히네', '그런', '거', '랑은', '다르잖아요', '엄청', '불쾌하다구요', '생사람', '잡네', '거', '미친', '아냐', '별로', '이쁘지도', '않은게', '내', '눈', '삐', '서', '같은', '몸', '만지냐']"
460,기타 괴롭힘 대화,"['으', '으악', '게', '뭐', '풉', '쟤', '봤나', '이수아', '니', '날', '그렇게', '부른다고', '간땡', '부었네', '게', '뭐', '거', '엄연히', '범죄', '알', '게', '범죄', '이런거', '좋아잖아', '집', '가서', '몰래', '보는', '거', '같길래', '내', '위해', '보내', '준건데', '내', '걸', '좋아해', '흐윽', '남자', '미친', '거', '모를', '거', '같', '애', '맨날', '거', '보잖아', '장르', '달라', '더', '수위', '높은', '거', '보내줘', '제발', '학생', '부', '말씀드릴거야', '말', '해봐', '지금', '니', '편이', '있을까', '애', '다', '내', '편', '인데', '만', '거짓말쟁이', '될', '껄']"
461,직장 내 괴롭힘 대화,"['말', '이십', '니까', '말고', '서', '얼른텨', '그러십니까', '부장', '님', '내', '거', '실수', '하지말라', '했어', '안', '했어', '식', '하는거', '부족하냐', '아닙니다', '죄송합니다', '내', '거', '똑바로', '하라', '했지', '내', '오냐오냐', '봐주니까', '아주', '눈', '뵈는게', '없구나', '죄송합니다']"
462,직장 내 괴롭힘 대화,"['지수', '씨', '끝나고', '팀', '회식', '할까', '요', '다', '괜찮다는데', '죄송합니다', '오늘', '은', '약속', '있어서', '뭐라고', '지수', '씨', '너무한거', '아니야', '다', '지', '수시', '환영', '파티', '한다고', '맞춘건데', '미리', '말씀', '하시지', '정말', '죄송해요', '오늘', '시골', '가야', '해서', '뭐', '지금', '장난', '해', '내일', '첫', '차', '타고', '주인공', '없으면되', '정말', '죄송합니다', '부장', '님', '진짜', '안될', '같아요', '지수', '씨', '입사', '회사', '왕따', '당', '하고', '싶어', '아니요', '그건', '아닌데', '정말', '사정', '있어서', '지수', '씨', '지수', '씨', '막', '낸데', '막내', '한테', '맞추지', '우린', '절대', '못', '하니까', '지수', '씨', '바꾸든', '해', '정말', '죄송합니다', '오늘', '어머니', '생신', '이라', '내려가', '봐야', '할', '같아요']"
463,협박 대화,"['듣고', '있어', '듣고', '있냐고', '듣고', '있어', '듣고', '있다고', '미친', '놈', '그러게', '내', '말', '잘', '들었어야지', '지금', '부턴', '잘', '듣자', '도대체', '한테', '먼저', '내', '눈', '앞', '도망치니까', '한', '번만', '더', '도망쳐', '되는데', '되긴', '다리', '씩', '분', '질러서', '더', '못', '도망치게', '만들어야지', '미친', '새끼', '미친', '새끼', '이렇게', '수갑', '도', '채워', '뒀지', '지금', '거', '풀어', '달라', '고']"
464,직장 내 괴롭힘 대화,"['신입', '대회', '축하', '감사합니다', '그런', '의미', '오늘', '신입', '한턱', '쏩니다', '그런', '적', '없는데요', '부장', '님', '원래', '날', '엔', '신입', '쏘는거지', '한우', '기대할게요', '부장', '님', '이건', '아닌거', '같아요', '머', '라고', '부장', '말', '하는데', '토', '달', '좋은', '날', '기분', '나쁘게', '하지말고', '그런줄', '알어', '는', '그게', '당연한거였어', '부장', '님', '한테', '선택', '권', '주셔야지요', '신입', '은', '회사', '온', '지', '되었다고', '다시', '나가고', '싶어', '그런', '뜻', '은', '아닌데요', '한테', '의견', '물어보면', '어떻겠냐는', '말이였는데', '의견', '물어봐', '생각', '있다는', '거', '였네', '한우', '기대할게', '팀', '막내', '부장', '님', '는', '못', '드릴', '같습니다']"
465,직장 내 괴롭힘 대화,"['원장', '님', '지금', '뭐', '하시는', '거', '에요', '내', '뭘', '요', '병원', '다', '소문', '내신', '거', '원장', '님', '시', '잖아요', '가요', '근거', '갑자기', '러시', '는', '거', '죠', '부당한', '사항', '말씀드리고', '이직', '하겠다고', '말씀드렸더니', '원장', '님', '께서', '병원', '험담', '하셨다는', '거', '다', '알', '고', '왔어요', '김', '선생', '사회', '그렇게', '만만하고', '쉬운', '줄', '알았어요', '사회', '만만하고', '쉬운', '게', '아니라', '부당한', '부분', '는', '짚어', '드린', '겁니다', '사회생활', '하는데', '데', '받아', '줄거라고', '생각', '했냐', '요', '쯧쯧', '환자', '과잉', '진료', '직원', '부당한', '차별', '그게', '원장', '님', '잘못', '하신게', '아니라는', '말씀', '이신', '가요', '요', '김', '선생님', '증거', '있어요', '한', '번', '증거', '가지', '고', '와서', '얘기', '하시고', '지금', '엄연한', '업무', '방핸데', '어쩔', '래', '요', '사회생활', '잘', '하지', '그랬어']"
466,직장 내 괴롭힘 대화,"['김', '마리', '씨', '내일', '제출', '라는', '서류', '오늘', '밤', '부탁', '과장', '님', '오늘', '엄마', '생신', '시라', '곤란할', '같습니다', '김', '마리', '씨', '개인', '사정', '일일이', '회사', '신경', '써줘야하나', '김', '마리', '씨', '사람', '그렇게', '안', '봤는데', '말', '뭐', '엄마', '생신', '회사', '놀이터', '인', '줄', '알', '아예', '사표', '쓰고', '가지', '그런', '나약한', '정신', '회사', '생활', '하겠다고', '죄송합니다', '김', '마리', '씨', '윤', '과장', '본받아', '회사', '생활', '잘', '해', '사회생활', '잘', '해', '김', '마리', '씨', '랑은', '천', '지', '차이', '사장', '님', '덕분', '죠', '언제나', '존경', '하는거', '아시', '죠', '김', '마리', '씨', '뭘', '멀뚱하게', '서있어', '얼른', '가서', '오늘', '제출', '생신', '은', '얼어', '죽', '생신', '기', '막혀서', '알겠습니다']"
467,기타 괴롭힘 대화,"['내', '여자친구', '좋아한다고', '했냐', '저런', '오타쿠', '그랬다고', '꼴값', '이다', '진짜', '내', '누굴', '좋아한다고', '하든', '말', '든', '상관', '인데', '진짜', '개', '어이없네', '내', '여자친구', '도', '기분', '나쁘대', '같은', '애가', '좋아해서', '나라', '도', '그럴듯', '으', '소름', '돋아', '지금', '토', '나올', '같은', '거', '참고', '있어', '웩', '웩', '오늘', '점심', '먹은', '거', '나올듯', '알겠어', '미안해', '알겠냐', '주제', '알아라', '찐', '따', '새끼', '앞', '으로도', '조심해라', '거슬리게', '하지', '말고']"
468,직장 내 괴롭힘 대화,"['민아', '씨', '주말', '약속', '있어요', '아니요', '없어요', '잘', '됐네', '주말', '대신', '회사', '나와서', '보고서', '작성', '해줘요', '그게', '말씀', '이십', '니까', '주말', '내', '일이', '있어서', '그게', '해야', '할', '같은데', '그러', '보고서', '못', '쓰니까', '주말', '에는', '도', '할게', '따로', '있어서', '어려울', '같습니다', '머', '내', '부탁', '하는데', '이건', '아닌', '같습니다', '뭐라고', '회사', '그렇게', '다니는', '거', '아니야', '장난', '하는거', '아니지', '장난', '아닙니다', '죄송합니다']"
469,협박 대화,"['봐요', '아가씨', '이렇게', '해도', '되는거야', '손님', '죄송합니다', '내', '단골', '이야', '사장', '님', '있어', '손님', '이건', '본사', '지침', '이라', '어쩔', '수가', '없어요', '됐고', '불러와', '사장', '연락', '해드리겠습니다', '단골', '인데', '거', '못', '해줘', '진짜', '없어서', '죄송합니다', '내', '말', '만', '하면', '가게', '다신', '못', '열어', '죄송합니다']"
