idx,class,conversation
4230,일반 대화,"자기야, 나 요즘 너무 혼란스러워.  
왜? 무슨 일인데?  
그냥 내가 가는 길이 맞나 싶어. 확신이 안 들어.  
자기야, 고민될 땐 잠시 쉬면서 다시 생각해보는 것도 좋아.  
응, 자기 말 들으니까 조금 마음이 가라앉는다."
4231,일반 대화,"자기야, 나 요즘 너무 쉽게 지치는 거 같아.  
헐, 피곤해서 그런 거 아냐?  
그런 것도 있지만, 그냥 의욕이 안 생겨.  
그럴 땐 무리하지 말고 조금 쉬는 것도 방법이야.  
맞아… 자기 말대로 해볼게."
4232,일반 대화,"자기야, 나 요즘 너무 예민해졌어.  
왜? 무슨 일 있었어?  
그냥 사소한 거에도 감정이 확 올라오고, 짜증도 나.  
자기야, 그런 감정도 자연스러운 거야. 스스로를 너무 몰아붙이지 마.  
고마워, 자기 덕분에 조금 진정되는 거 같아."
4233,일반 대화,"자기야, 나 요즘 너무 외롭다.  
헐, 내가 있는데도?  
아니, 그냥 주변 사람들과의 거리감이 느껴져서 그래.  
자기야, 내가 항상 옆에 있으니까 너무 걱정하지 마.  
응, 자기 덕분에 덜 외로운 거 같아."
4234,일반 대화,"자기야, 나 요즘 너무 초조해.  
왜? 무슨 걱정이야?  
그냥 뭘 하든 결과가 빨리 안 나오니까 답답해.  
자기야, 결과보다 과정이 더 중요해. 너무 조급해하지 마.  
맞아… 자기 말대로 천천히 생각해볼게."
4235,일반 대화,"자기야, 나 오늘 기분이 너무 다운돼.  
헐, 왜? 무슨 일 있었어?  
그냥 별일 없었는데도 계속 축 처지는 느낌이야.  
그럴 때는 나랑 맛있는 거 먹으면서 기분 풀까?  
오, 너무 좋아! 자기랑 있으면 확실히 나아질 거 같아."
4236,일반 대화,"자기야, 나 요즘 너무 피곤해.  
왜? 잠을 제대로 못 잤어?  
응, 요즘 신경 쓸 게 많아서 그런가 봐.  
자기야, 그러다 쓰러진다. 오늘은 푹 쉬자.  
응, 자기 말 들으니까 그게 맞는 거 같아."
4237,일반 대화,"자기야, 나 요즘 너무 스트레스 받아.  
왜? 뭐 때문에 그래?  
그냥 계속 해야 할 일들이 쌓여 있어서 압박감이 심해.  
그럴 땐 하나씩 천천히 해도 돼. 자기 너무 몰아붙이지 마.  
응, 자기 조언대로 차근차근 해볼게."
4238,일반 대화,"자기야, 나 요즘 너무 외로운 느낌이야.  
헐, 내가 있는데도?  
그건 알지만, 그냥 혼자 있는 시간이 많아지니까 그런가 봐.  
그럼 내가 더 자주 연락해줄까?  
응, 자기랑 얘기하면 확실히 덜 외로워."
4239,일반 대화,"자기야, 나 요즘 너무 예민한 거 같아.  
왜? 뭐가 신경 쓰여?  
그냥 작은 일에도 신경이 곤두서고, 예민하게 반응하는 거 같아.  
괜찮아, 그런 날도 있는 거지. 자기한테 너무 엄격해지지 마.  
고마워, 자기 덕분에 마음이 좀 가라앉아."
4240,일반 대화,"자기야, 나 요즘 너무 쉽게 지치는 거 같아.  
왜? 무슨 일 있었어?  
그냥 뭘 해도 에너지가 없고, 계속 피곤해.  
혹시 요즘 잠 제대로 못 자는 거 아니야?  
응… 그런 거 같아. 자기 말 듣고 일찍 자야겠다."
4241,일반 대화,"자기야, 나 요즘 너무 불안해.  
무슨 걱정 있어?  
그냥 막연하게 뭘 해도 확신이 안 들어.  
그럴 땐 너무 조급해하지 말고, 한 발 물러서서 생각해봐.  
응, 자기 말 들으니까 좀 진정되는 거 같아."
4242,일반 대화,"자기야, 나 요즘 너무 예민해.  
왜? 뭐 때문에 그래?  
그냥 사소한 일에도 신경이 곤두서고, 감정 기복이 심해.  
그럴 땐 자기 감정을 인정해 주고, 너무 억누르지 마.  
응, 자기한테 말하니까 마음이 좀 편해졌어."
4243,일반 대화,"자기야, 나 요즘 자꾸 우울해져.  
헐, 왜 그래? 무슨 일 있었어?  
그냥 이유 없이 가라앉는 기분이야.  
그럴 때는 자기 좋아하는 거 하면서 기분 풀어봐.  
응, 자기 조언대로 해볼게. 고마워."
4244,일반 대화,"자기야, 나 요즘 너무 고민이 많아.  
무슨 고민인데?  
그냥 내가 가고 있는 길이 맞나 계속 생각하게 돼.  
자기야, 정답은 없어. 자기만의 속도로 가도 충분해.  
응, 자기 말 들으니까 마음이 좀 놓인다."
4245,일반 대화,"자기야, 나 오늘 너무 바빠서 정신 없었어.  
헐, 점심은 제대로 먹었어?  
아니, 대충 때웠어.  
그럴 줄 알았어! 저녁은 내가 맛있는 거 사줄게.  
헐, 감동이야. 역시 내 사랑 최고!"
4246,일반 대화,"자기야, 나 요즘 너무 조급해지는 거 같아.  
왜? 뭐가 신경 쓰여?  
그냥 빨리 뭔가 성과를 내야 할 거 같은 기분이야.  
자기야, 중요한 건 과정이야. 너무 서두르지 마.  
맞아… 자기 말 듣고 좀 차분해져야겠다."
4247,일반 대화,"자기야, 나 요즘 자꾸 걱정이 많아.  
무슨 걱정이야?  
그냥 별거 아닌데도 불안하고, 신경 쓰여.  
그럴 땐 나한테 다 말해. 자기 혼자 끙끙 앓지 말고.  
응, 자기랑 얘기하니까 조금 나아지는 거 같아."
4248,일반 대화,"자기야, 나 요즘 너무 스트레스 받아.  
왜? 무슨 일 있어?  
그냥 해야 할 일도 많고, 생각도 많아서 지치는 거 같아.  
그럴 땐 자기한테 보상 하나 줘! 맛있는 거 먹으면서 쉬자.  
오, 좋은 생각! 자기랑 같이 먹으면 더 맛있을 거 같아."
4249,일반 대화,"자기야, 나 요즘 너무 혼란스러워.  
왜 그래? 뭐 때문에?  
그냥 뭘 해도 확신이 안 들고, 계속 불안해.  
자기야, 괜찮아. 천천히 생각하면서 자기만의 답을 찾아도 돼.  
응, 자기 말 들으니까 조금 안정되는 거 같아."
4250,일반 대화,"자기야, 왜 또 연락 씹었어?  
아니, 폰 보긴 했는데… 답을 못 했어.  
그게 무슨 말이야? 읽었으면 답이라도 해줘야지.  
미안해, 근데 그냥 혼자 있고 싶었어.  
그럴 거면 적어도 한마디라도 말해줬으면 좋겠어."
4251,일반 대화,"자기야, 너 요즘 나한테 너무 무심한 거 아니야?  
아니야, 그런 거 아닌데…  
그럼 왜 요즘은 먼저 연락도 안 하고, 나만 계속 신경 쓰는 거 같아?  
그게 아니라, 나도 요즘 바빠서 그래.  
바쁜 거 알지만, 그래도 나도 신경 좀 써줘."
4252,일반 대화,"왜 어제 약속 취소했어?  
그냥 피곤해서… 미안해.  
그럼 미리 말이라도 해줬어야지, 나 기다렸잖아.  
알겠어. 다음엔 꼭 미리 말할게.  
알겠어, 근데 다음엔 진짜 그러지 마."
4253,일반 대화,"자기야, 나 진짜 서운해.  
왜? 뭐가 문제인데?  
아니, 오늘 하루 종일 내 연락도 제대로 안 보고…  
아니, 바빠서 그랬어. 일부러 그런 거 아니야.  
그래도 최소한 신경은 좀 써줬으면 좋겠어."
4254,일반 대화,"자기야, 너 요즘 너무 변한 거 같아.  
내가? 무슨 말이야?  
예전엔 먼저 연락도 자주 하고, 보고 싶다고도 했잖아.  
아, 그게… 요즘 좀 정신이 없어서 그래.  
그럼 바쁘더라도 조금만 더 신경 써줄 수 있어?"
4255,일반 대화,"왜 내 말 그냥 흘려들어?  
아니야, 들었어.  
그럼 왜 반응이 없어? 난 진지하게 얘기하는 건데.  
미안, 나도 생각할 시간이 좀 필요했어.  
다음부턴 그냥 대답이라도 해줘. 너무 답답해."
4256,일반 대화,"자기야, 나 솔직히 좀 서운해.  
왜? 뭐 때문에 그래?  
아니, 맨날 내 얘기는 대충 듣고, 자기 얘기만 하잖아.  
그런 건 아닌데… 나도 모르게 그랬나 봐.  
그래도 한 번쯤은 내 얘기도 들어줬으면 좋겠어."
4257,일반 대화,"자기야, 우리 왜 자꾸 싸우는 거 같아?  
그러게… 나도 답답해.  
서로 이해하려고 노력해야 하는데, 자꾸 오해가 생기는 거 같아.  
맞아. 그냥 우리 대화 방식에 문제가 있는 걸까?  
그럴 수도 있어. 우리 천천히 대화로 풀어보자."
4258,일반 대화,"너 어제 내가 한 말 기억이나 해?  
어… 어떤 거?  
봐, 기억도 못 하잖아. 내가 괜히 서운한 게 아니야.  
미안해, 진짜 기억이 안 나. 다시 말해주면 안 돼?  
다음부턴 내 말 좀 신경 써서 들어줬으면 좋겠어."
4259,일반 대화,"너 나한테 관심이 있긴 해?  
왜 그래, 갑자기?  
아니, 요즘 너무 무심해서 그래. 내가 신경 쓰는 만큼 너도 좀 해줘.  
미안해, 나도 노력할게.  
응, 나만 노력하는 느낌 안 들게 해줘."
4260,일반 대화,"자기야, 나 너무 속상해.  
무슨 일인데?  
우리 요즘 자꾸 다투는 거 같아서… 나만 그렇게 느끼는 거야?  
아니, 나도 그래. 우리 너무 예민해진 거 같아.  
그럼 우리 서로 좀 더 신경 써보자."
4261,일반 대화,"너 요즘 너무 바쁘다고 핑계 대는 거 아니야?  
아니야, 진짜 바빴어.  
그럼 바쁘더라도 최소한 연락은 할 수 있잖아.  
그래, 그건 맞아. 미안해, 앞으로 더 신경 쓸게.  
알겠어, 진짜야? 다음엔 안 그러지?"
4262,일반 대화,"왜 요즘은 나보다 친구들이랑 더 자주 만나?  
아니야, 그냥 오랜만에 본 거야.  
근데 나랑 약속 잡을 땐 맨날 바쁘다면서.  
그건 타이밍이 안 맞아서 그런 거야, 진짜야.  
그래도 나한테도 좀 시간 내주면 안 돼?"
4263,일반 대화,"너는 왜 내가 화났을 때 그냥 모른 척해?  
아니, 너무 감정적으로 대하는 거 같아서…  
그래도 대화로 풀려고 노력이라도 해주면 좋잖아.  
그렇지… 미안해, 다음부턴 바로 얘기할게.  
응, 우리 대화로 풀자."
4264,일반 대화,"우리 대화할 때 자꾸 핸드폰 보는 거 기분 나빠.  
아, 미안… 무의식적으로 그랬나 봐.  
내가 말하는데 계속 폰만 보면 나만 신경 안 쓰는 느낌이잖아.  
그럴 의도는 아니었어, 앞으로 조심할게.  
응, 내가 예민한 걸 수도 있지만 신경 좀 써줘."
4265,일반 대화,"자기야, 나 너무 서운해.  
왜 그래, 무슨 일인데?  
그냥 내가 신경 쓰는 거에 비해 너는 너무 무심한 거 같아서.  
미안해, 그런 줄 몰랐어. 더 노력할게.  
응, 나도 너무 예민하게 생각 안 할게."
4266,일반 대화,"자기야, 우리 대화가 예전 같지 않은 거 같아.  
어… 무슨 뜻이야?  
예전엔 대화도 더 많았고, 서로한테 관심도 많았잖아.  
그런가? 요즘 좀 바쁘긴 했는데…  
응, 우리 조금 더 신경 써보자."
4267,일반 대화,"왜 너는 맨날 사과만 하고 행동은 안 고쳐?  
아니야, 나 진짜 바뀌려고 노력하는데…  
근데 또 똑같이 반복되니까 나도 지친다.  
알겠어, 진짜 고칠게. 이번엔 꼭 신경 쓸게.  
응, 말뿐이면 안 돼."
4268,일반 대화,"우리 싸울 때마다 너 맨날 대화 피하려고 하잖아.  
아니, 감정적으로 대응하면 더 안 좋을까 봐…  
그렇다고 아예 회피하면 더 답답해.  
알겠어. 다음엔 바로 얘기할게.  
응, 나도 차분하게 말하도록 노력할게."
4269,일반 대화,"너는 왜 나랑 싸우고도 연락 한 통 없었어?  
그냥 서로 좀 식힐 시간이 필요할 거 같아서…  
근데 난 네가 무관심한 거 같아서 더 속상했어.  
그럴 줄 몰랐어. 다음엔 먼저 연락할게.  
응, 우리 감정 쌓이지 않게 하자."
4270,일반 대화,"자기야, 우리 요즘 너무 자주 싸우는 거 같아.  
나도 그렇게 생각해…  
왜 이렇게 사소한 일로도 티격태격하게 될까?  
서로 예민해져서 그런가 봐.  
응, 우리 조금만 더 이해하려고 노력해보자."
4271,일반 대화,"너는 왜 내가 서운하다고 하면 대수롭지 않게 넘겨?  
그런 게 아니라, 내가 어떻게 반응해야 할지 몰라서 그래.  
그냥 공감이라도 해주면 되잖아.  
알겠어, 다음엔 좀 더 신경 써볼게.  
응, 나도 너무 예민하게 굴지 않도록 노력할게."
4272,일반 대화,"왜 너는 내가 말하면 자꾸 한숨부터 쉬어?  
아니야, 그냥 요즘 너무 피곤해서 그래.  
그래도 내 얘기 들을 땐 집중 좀 해줬으면 좋겠어.  
미안, 앞으로 더 신경 쓸게.  
응, 우리 서로 노력하자."
4273,일반 대화,"자기야, 너는 왜 맨날 약속 시간 안 지켜?  
아니야, 일부러 그런 게 아니라…  
근데 몇 번이나 늦었잖아, 나 기다리는 거 너무 힘들어.  
미안해, 다음엔 더 신경 쓸게.  
응, 다음엔 진짜 늦지 마."
4274,일반 대화,"자기야, 나 솔직히 너무 서운해.  
왜, 무슨 일인데?  
내가 힘들다고 말하면 그냥 넘기는 거 같아서.  
아니야, 그게 아니라 위로해주고 싶었는데 어떻게 해야 할지 몰랐어.  
그럼 다음엔 그냥 내 말만 조용히 들어줘도 괜찮아."
4275,일반 대화,"너는 왜 맨날 내 의견 무시해?  
무시하는 게 아니라… 그냥 내 생각이 강해서 그런가 봐.  
그래도 한 번쯤은 내 말도 존중해줬으면 좋겠어.  
알겠어, 다음엔 더 신경 쓸게.  
응, 그러면 나도 더 이해하려고 노력할게."
4276,일반 대화,"우리 너무 자주 다투는 거 같지 않아?  
응, 나도 요즘 그 생각 했어.  
사소한 걸로도 계속 싸우니까 힘들어.  
그러니까, 서로 좀 더 배려하면서 이야기해보자.  
응, 그렇게 하자. 우리 더 다정하게 지내자."
4277,일반 대화,"너는 왜 내가 뭘 하든 관심이 없어 보이냐?  
아니야, 그런 게 아니라…  
그럼 왜 내가 뭘 하면 리액션도 없고, 그냥 흘려듣는 거 같아?  
그건 미안해. 나도 모르게 그런가 봐.  
앞으로 더 반응 잘해줄게."
4278,일반 대화,"왜 너는 내 기분이 안 좋을 때도 모르고 그냥 넘어가?  
아니야, 나도 눈치 채긴 했는데…  
그럼 그냥 한마디라도 해주면 좋잖아.  
알겠어, 다음엔 더 먼저 다가갈게.  
응, 그러면 나도 너무 쌓아두지 않도록 노력할게."
4279,일반 대화,"자기야, 우리 예전 같지 않은 거 같아.  
무슨 뜻이야?  
예전엔 서로 신경도 더 많이 쓰고, 더 애틋했던 거 같은데…  
요즘은 익숙해져서 그런가 봐.  
그럼 우리 다시 처음처럼 노력해보자."
4280,일반 대화,"너는 왜 내가 뭐 하자고 하면 늘 바쁘다고 해?  
아니야, 진짜 일이 많아서 그런 건데…  
근데 친구들이랑 있을 땐 시간이 있잖아.  
그건 진짜 타이밍이 맞아서 그런 거야.  
그럼 나랑도 맞출 수 있게 조금만 더 신경 써줘."
4281,일반 대화,"왜 너는 내가 진지하게 얘기할 때 장난쳐?  
아, 그게… 난 분위기 무거워지는 게 싫어서 그래.  
그래도 내 감정도 존중해줬으면 좋겠어.  
맞아, 그건 내가 신경 써야 할 부분인 거 같아.  
응, 나도 너무 감정적으로 말하지 않도록 노력할게."
4282,일반 대화,"너는 왜 내가 서운하다고 하면 짜증부터 내?  
아니야, 그런 게 아니라… 그냥 내가 답답해서 그런 거야.  
그래도 한 번쯤은 내 입장에서 생각해줬으면 좋겠어.  
알겠어, 앞으로 더 공감하려고 노력할게.  
응, 나도 더 차분하게 말할게."
4283,일반 대화,"자기야, 나 요즘 우리 관계가 불안해.  
왜? 무슨 생각 들어?  
그냥 예전만큼 서로 애쓰지 않는 거 같아서…  
그런가? 우리 조금 더 신경 쓰면서 지내볼까?  
응, 우리 노력하면 더 좋아질 거야."
4284,일반 대화,"너는 왜 내가 말하는 거 대충 듣는 거 같지?  
아니야, 듣고 있었어.  
근데 반응이 너무 없잖아. 나만 얘기하는 기분이야.  
미안해, 더 집중해서 들을게.  
응, 그럼 나도 좀 덜 예민하게 받아들일게."
4285,일반 대화,"우리 왜 이렇게 자주 싸우는 거 같아?  
그러게… 나도 고민이야.  
작은 일에도 예민해지는 느낌이야.  
맞아, 우리 서로 너무 피곤해서 그런가 봐.  
그럼 서로 한 템포 쉬면서 대화해보자."
4286,일반 대화,"너는 왜 내가 속상할 때 위로보단 조언을 하려고 해?  
아, 그게… 난 그냥 도와주고 싶어서 그런 건데.  
근데 가끔은 그냥 공감만 해줬으면 좋겠어.  
맞아, 나도 너무 해결하려고만 했던 거 같아.  
응, 그럼 나도 내 감정 좀 더 솔직하게 말할게."
4287,일반 대화,"자기야, 나 요즘 우리 관계가 좀 불안해.  
왜? 뭐가 문제 같아?  
그냥 요즘 서로 신경을 덜 쓰는 느낌이라서.  
나도 그 생각 했어. 우리 다시 처음처럼 노력해볼까?  
응, 서로 더 표현 많이 하자."
4288,일반 대화,"너는 왜 맨날 약속 잡을 때 확답을 안 해?  
아, 일정이 불확실해서…  
그래도 매번 '나중에 보자' 이러면 나도 애매하잖아.  
맞아, 그건 내 잘못이야. 앞으로 더 신경 쓸게.  
응, 나도 너무 재촉하지 않도록 할게."
4289,일반 대화,"우리 너무 당연하게 서로 존재하는 거 같아.  
무슨 뜻이야?  
서로한테 익숙해져서 예전처럼 신경을 안 쓰는 거 같아서.  
맞아… 그러면 우리 더 노력해볼까?  
응, 작은 것부터 다시 신경 쓰자."
4290,일반 대화,"너는 왜 내가 말할 때 자꾸 끼어들어?  
아, 그게… 나도 할 말이 있어서.  
근데 가끔은 내 말 끝까지 들어주면 좋겠어.  
맞아, 내가 너무 급하게 말한 거 같아.  
응, 나도 차분하게 말할 테니까 천천히 들어줘."
4291,일반 대화,"너는 왜 내가 싫어하는 행동 계속해?  
뭐? 난 그냥 장난친 거였는데…  
근데 난 그게 기분 나쁘다고 몇 번이나 말했잖아.  
아… 미안, 내가 너무 가볍게 생각했나 봐.  
응, 다음엔 진짜 조심해줬으면 좋겠어."
4292,일반 대화,"자기야, 너는 왜 기분 안 좋을 때 나한테 말 안 해?  
아니, 나도 얘기하려고 했는데 그냥 혼자 있고 싶어서.  
그래도 내가 네 기분 풀어주고 싶잖아.  
그렇지… 다음엔 좀 더 솔직하게 말할게.  
응, 나한테 숨기지 말고 다 말해줘."
4293,일반 대화,"너는 왜 맨날 내 실수만 지적해?  
그런 게 아니라, 난 그냥 고쳐줬으면 하는 마음이었어.  
근데 그렇게 계속 지적하면 나도 기분이 안 좋아.  
미안해, 앞으로 좀 더 부드럽게 말할게.  
응, 나도 너무 예민하게 받아들이지 않도록 할게."
4294,일반 대화,"우리 대화할 때 자꾸 분위기 싸해지는 거 같아.  
맞아, 요즘 사소한 걸로도 말이 길어지는 느낌이야.  
그러니까, 서로 감정 상하지 않게 대화하는 법을 배워야 할 거 같아.  
그럼 우리 감정이 격해지기 전에 잠깐 멈추고 다시 이야기해볼까?  
응, 그러면 좀 덜 싸울 거 같아."
4295,일반 대화,"너는 왜 내가 화났을 때 대충 넘기려고 해?  
그게 아니라, 너무 크게 만들기 싫어서 그랬어.  
근데 난 그게 더 서운해. 내 감정도 존중해줬으면 좋겠어.  
알겠어. 다음엔 더 진지하게 듣고 대화할게.  
응, 그러면 나도 너무 감정적으로 말하지 않을게."
4296,일반 대화,"자기야, 우리 요즘 예전처럼 잘 지내고 있는 거 맞아?  
음… 나도 그 생각 했어. 뭔가 예전보다 덜 애틋한 느낌이야.  
맞아, 서로 너무 익숙해진 걸까?  
그럴 수도 있어. 그럼 우리 다시 노력해볼까?  
응, 작은 것부터 다시 신경 써보자."
4297,일반 대화,"너는 왜 내가 힘들다고 하면 공감보다 해결책부터 말해?  
아… 난 그냥 도와주고 싶어서 그랬어.  
근데 가끔은 그냥 내 얘기만 들어줬으면 좋겠어.  
맞아, 내가 너무 해결하려고만 했던 거 같아.  
응, 나도 내 감정을 좀 더 솔직하게 표현할게."
4298,일반 대화,"자기야, 너는 왜 내가 뭐 말하면 가끔 반응이 없냐?  
아니야, 듣고 있긴 했는데…  
근데 가끔은 그냥 리액션이라도 해줬으면 좋겠어.  
맞아, 내가 신경 써야 하는 부분이네.  
응, 나도 더 이해하려고 노력할게."
4299,일반 대화,"우리 요즘 말하는 것도 예전 같지 않은 거 같아.  
응, 나도 좀 그런 느낌이야.  
그냥 서로 표현을 덜 하게 된 걸까?  
그럴 수도 있어. 우리 더 솔직하게 말해보자.  
응, 작은 거라도 표현하면서 다시 노력해보자."
4300,일반 대화,"자기야, 나 오늘 회사에서 완전 황당한 일 있었어.  
왜? 또 무슨 일인데?  
부장님이 내 아이디어 자기가 낸 것처럼 말하더라.  
헐, 진짜 너무하네. 그걸 그냥 가만히 듣고 있었어?  
아니, 반박했는데 대충 얼버무리고 넘어가더라."
4301,일반 대화,"나 오늘 친구 만났는데 너무 피곤했어.  
왜? 무슨 일 있었어?  
걔가 또 자기 연애 얘기만 두 시간 하더라.  
ㅋㅋㅋ 듣다 지쳤겠다. 나중엔 그냥 리액션만 했지?  
그럼, 중간부터는 대충 끄덕이면서 딴생각했어."
4302,일반 대화,"자기야, 그 사람 진짜 너무 예의 없는 거 같아.  
왜? 뭐 했는데?  
내가 말하는데 계속 핸드폰 보면서 대충 듣더라.  
와, 그건 진짜 별로다. 최소한 말할 때는 집중해야지.  
그러니까! 그냥 그때부터 말하기 싫어지더라."
4303,일반 대화,"오늘 단톡방에서 걔 또 오버하더라.  
뭔데? 관심받으려고 했어?  
응, 별것도 아닌 일로 '이거 완전 대박 사건!' 이러면서 난리침.  
하… 그런 애들은 그냥 조용히 넘어가는 법을 몰라.  
맞아. 그냥 피곤해서 대충 넘겼어."
4304,일반 대화,"자기야, 나 오늘 카페 갔다가 완전 황당했어.  
왜? 무슨 일인데?  
어떤 사람이 자리 맡아놨다고 해놓고 30분 동안 안 오는 거야.  
헐, 눈치 진짜 없다. 사람들이 기다리는 거 안 보이냐?  
그러니까! 결국 자리 없어 보이는 사람이 먼저 앉았어."
4305,일반 대화,"오늘 회사에서 선배 때문에 너무 스트레스 받았어.  
헐, 왜? 또 뭐라고 했어?  
회의 중에 내가 말하면 끼어들고 자기 말만 하더라.  
와, 진짜 무례하다. 그런 사람은 말할 기회를 주는 법을 몰라.  
맞아. 이제는 걍 신경 끄려고."
4306,일반 대화,"자기야, 나 오늘 너무 기분 나빴어.  
왜? 무슨 일인데?  
그 친구가 '너 그거 하면 안 어울릴 거 같은데?' 이러더라.  
뭐야, 지가 뭐 스타일리스트야?  
그니까. 듣자마자 기분 확 상했어."
4307,일반 대화,"나 진짜 그 사람 스타일 너무 별로야.  
뭐 또 이상한 옷 입고 왔어?  
아니, 그냥 색깔 조합이 너무 난해한데 자긴 멋지다고 우기더라.  
ㅋㅋㅋ 개성은 좋은데, 남들 눈도 좀 생각해줬으면.  
맞아. 그냥 무난하게 입으면 안 되나 싶어."
4308,일반 대화,"자기야, 나 오늘 또 팀장님 때문에 스트레스 받았어.  
또 뭐 했는데?  
아니, 자꾸 내 말 끊고 자기 얘기만 하더라.  
아우, 그런 사람들은 왜 그렇게 자기만 말하려고 해?  
그니까. 듣다 듣다 너무 답답해서 걍 무시했어."
4309,일반 대화,"자기야, 나 오늘 회사에서 완전 어이없는 사람 봤어.  
왜? 무슨 일인데?  
내가 제안한 아이디어를 동료가 자기 거라고 하더라.  
와, 진짜 뻔뻔하다. 그런 사람은 대체 양심이 있는 거야?  
그러니까. 그냥 황당해서 말도 안 나왔어."
4310,일반 대화,"자기야, 나 오늘 너무 당황했어.  
왜? 또 무슨 일이야?  
친구가 자기 생일인데 다들 챙겨줘야 되는 거 아니냐고 하더라.  
헐, 뭐야? 생일이면 그냥 조용히 축하받으면 되지.  
그러니까! 진짜 너무 자기 중심적인 거 같아."
4311,일반 대화,"나 진짜 동기 이해 안 돼.  
왜? 또 뭐 했어?  
자기는 맨날 지각하면서 남들이 늦으면 엄청 뭐라 하더라.  
ㅋㅋㅋ 완전 내로남불이네.  
그니까! 너무 웃겨서 말도 안 나왔어."
4312,일반 대화,"자기야, 나 오늘 너무 짜증 났어.  
왜, 무슨 일인데?  
그 선배가 또 남 험담하더라. 근데 앞에서는 엄청 친한 척함.  
하, 진짜 그런 사람 너무 싫다.  
맞아. 그냥 대놓고 말할 용기도 없으면서."
4313,일반 대화,"자기야, 나 오늘 후배 때문에 완전 스트레스 받았어.  
헐, 이번엔 또 무슨 일인데?  
내가 말하는데 듣는 척도 안 하고 딴짓하더라.  
와, 그건 진짜 예의 없다.  
그니까, 나도 이제 거리 좀 두려고."
4314,일반 대화,"자기야, 걔 너무 눈치 없는 거 같지 않아?  
어, 좀 그런 거 같긴 해. 왜?  
어제 분위기 완전 안 좋은데 혼자 신나서 떠들더라.  
아, 그런 사람들 너무 피곤해.  
그니까, 적당히 좀 했으면 좋겠어."
4315,일반 대화,"자기야, 나 오늘 너무 피곤해.  
왜? 또 무슨 일 있었어?  
친구가 자기 연애 얘기만 세 시간 동안 하더라.  
헐, 한두 마디면 모르겠는데…  
그니까, 나중엔 그냥 듣는 둥 마는 둥 했어."
4316,일반 대화,"자기야, 걔 진짜 이상해.  
ㅋㅋㅋ 이번엔 또 뭐?  
자기한테만 잘해주는 척하고 남한텐 엄청 까칠하게 굴더라.  
와, 그런 거 너무 별로다.  
그치? 성격이 두 개 있는 줄 알았어."
4317,일반 대화,"자기야, 나 후배 때문에 너무 짜증 나.  
왜? 또 무슨 일 있었어?  
아니, 부탁할 땐 엄청 친한 척하더니 끝나니까 바로 무뚝뚝해짐.  
와, 그런 거 진짜 별로야. 이용당하는 느낌이잖아.  
그니까! 앞으로 거리 좀 둬야겠어."
4318,일반 대화,"자기야, 나 오늘 너무 당황했어.  
왜? 무슨 일인데?  
친구가 내 스타일 따라 하는 거야. 옷도 비슷하게 입고, 말투까지.  
헐, 너무 티 나는 거 아니야?  
그니까! 처음엔 우연인가 했는데 확실해졌어."
4319,일반 대화,"자기야, 걔는 왜 맨날 남 얘기만 해?  
ㅋㅋㅋ 원래 그런 스타일이잖아.  
자기 얘기는 한 마디도 안 하면서 남 험담은 끝도 없음.  
와, 그러다 언젠가 자기도 그렇게 욕먹을 거 같은데.  
그니까. 나도 이제 거리를 좀 둬야 할 듯."
4320,일반 대화,"자기야, 나 오늘 식당에서 완전 황당한 일 있었어.  
왜? 무슨 일인데?  
내 앞 테이블에 앉은 사람이 전화 받으면서 완전 소리 지르더라.  
헐, 요즘에도 그런 사람 있어?  
그러니까! 다들 짜증 난 표정이었는데 눈치도 못 챘어."
4321,일반 대화,"자기야, 나 오늘 헬스장에서 완전 민폐인 사람 봤어.  
헐, 또 무슨 민폐였는데?  
아니, 운동기구에 앉아서 운동은 안 하고 계속 폰만 보더라.  
아, 그런 사람들 진짜 개짜증 나. 줄 서 있는 사람 생각도 안 하나?  
그러니까! 기다리다가 결국 딴 거 하러 갔어."
4322,일반 대화,"자기야, 나 오늘 편의점에서 개짜증 났어.  
왜? 뭐 때문에?  
내 앞에 계산하는 사람이 하나하나 가격 물어보면서 천천히 고르더라.  
아, 진짜 답답했겠다. 줄 길었어?  
응, 뒤에 사람들 다 눈치 주고 있었는데도 모름."
4323,일반 대화,"자기야, 나 진짜 회사에서 짜증 폭발할 뻔했어.  
왜? 또 상사가 뭐라 했어?  
아니, 부장님이 내가 한 일 자기 공이라고 보고하더라.  
와, 진짜 최악이다. 그런 사람들은 어떻게 저러냐?  
그러니까! 나중엔 그냥 '그거 제가 했습니다'라고 대놓고 말했어."
4324,일반 대화,"자기야, 나 오늘 미용실 갔다가 기분 상했어.  
왜? 뭐 잘못됐어?  
머리 살짝만 다듬어달라 했는데, 엄청 짧아진 거야.  
헐, 그거 진짜 최악이지. 뭐라 안 했어?  
그냥 참고 나왔어… 다시 기를 때까지 답 없어."
4325,일반 대화,"자기야, 나 오늘 카페에서 이상한 커플 봤어.  
왜? 뭘 했는데?  
남자가 계속 여친한테 명령조로 말하고, 여친이 눈치 보면서 맞춰주더라.  
헐, 너무 별로다. 분위기 어땠어?  
완전 싸한데, 둘이 계속 티격태격하고 있더라."
